Q1,Q2,Q3,Q4,Q5,Segment
3,3,3,3,2,SA
3,3,3,3,3,SA
3,3,3,3,4,SA
3,3,3,3,5,SA
3,3,3,4,1,CC
3,3,3,4,2,CC
3,3,3,4,3,CC
3,3,3,4,4,CC
3,3,3,4,5,CC
3,3,3,5,1,CC
3,3,3,5,2,CC
3,3,3,5,3,CC
3,3,3,5,4,CC
3,3,3,5,5,CC
3,3,4,1,1,SA
3,3,4,1,2,SA
3,3,4,1,3,SA
3,3,4,1,4,SA
3,3,4,1,5,SA
3,3,4,2,1,SA
3,3,4,2,2,SA
3,3,4,2,3,SA
3,3,4,2,4,SA
3,3,4,2,5,SA
3,3,4,3,1,SA
3,3,4,3,2,SA
3,3,4,3,3,SA
3,3,4,3,4,SA
3,3,4,3,5,SA
3,3,4,4,1,CC
3,3,4,4,2,CC
3,3,4,4,3,CC
3,3,4,4,4,CC
3,3,4,4,5,CC
3,3,4,5,1,CC
3,3,4,5,2,CC
3,3,4,5,3,CC
3,3,4,5,4,CC
3,3,4,5,5,CC
3,3,5,1,1,SA
3,3,5,1,2,SA
3,3,5,1,3,SA
3,3,5,1,4,SA
3,3,5,1,5,SA
3,3,5,2,1,SA
3,3,5,2,2,SA
3,3,5,2,3,SA
3,3,5,2,4,SA
3,3,5,2,5,SA
3,3,5,3,1,SM
3,3,5,3,2,SM
3,3,5,3,3,SM
3,3,5,3,4,SM
3,3,5,3,5,SM
3,3,5,4,1,SM
3,3,5,4,2,SM
3,3,5,4,3,SM
3,3,5,4,4,SM
3,3,5,4,5,SM
3,3,5,5,1,CC
3,3,5,5,2,CC
3,3,5,5,3,CC
3,3,5,5,4,CC
3,3,5,5,5,CC
3,4,1,1,1,AS
3,4,1,1,2,AS
3,4,1,1,3,AS
3,4,1,1,4,AS
3,4,1,1,5,AS
3,4,1,2,1,AS
3,4,1,2,2,AS
3,4,1,2,3,AS
3,4,1,2,4,AS
3,4,1,2,5,AS
3,4,1,3,1,SA
3,4,1,3,2,SA
3,4,1,3,3,SA
3,4,1,3,4,SA
3,4,1,3,5,SA
3,4,1,4,1,SA
3,4,1,4,2,SA
3,4,1,4,3,SA
3,4,1,4,4,SA
3,4,1,4,5,SA
3,4,1,5,1,CC
3,4,1,5,2,CC
3,4,1,5,3,CC
3,4,1,5,4,CC
3,4,1,5,5,CC
3,4,2,1,1,AS
3,4,2,1,2,AS
3,4,2,1,3,AS
3,4,2,1,4,AS
3,4,2,1,5,AS
3,4,2,2,1,AS
3,4,2,2,2,AS
3,4,2,2,3,AS
3,4,2,2,4,AS
3,4,2,2,5,AS
3,4,2,3,1,SA
3,4,2,3,2,SA
3,4,2,3,3,SA
3,4,2,3,4,SA
3,4,2,3,5,SA
3,4,2,4,1,SA
3,4,2,4,2,SA
3,4,2,4,3,SA
3,4,2,4,4,SA
3,4,2,4,5,SA
3,4,2,5,1,CC
3,4,2,5,2,CC
3,4,2,5,3,CC
3,4,2,5,4,CC
3,4,2,5,5,CC
3,4,3,1,1,AS
3,4,3,1,2,AS
3,4,3,1,3,AS
3,4,3,1,4,AS
3,4,3,1,5,AS
3,4,3,2,1,AS
3,4,3,2,2,AS
3,4,3,2,3,AS
3,4,3,2,4,AS
3,4,3,2,5,AS
3,4,3,3,1,SA
3,4,3,3,2,SA
3,4,3,3,3,SA
3,4,3,3,4,SA
3,4,3,3,5,SA
3,4,3,4,1,SA
3,4,3,4,2,SA
3,4,3,4,3,SA
3,4,3,4,4,SA
3,4,3,4,5,SA
3,4,3,5,1,CC
3,4,3,5,2,CC
3,4,3,5,3,CC
3,4,3,5,4,CC
3,4,3,5,5,CC
3,4,4,1,1,AS
3,4,4,1,2,AS
3,4,4,1,3,AS
3,4,4,1,4,AS
3,4,4,1,5,AS
3,4,4,2,1,AS
3,4,4,2,2,AS
3,4,4,2,3,AS
3,4,4,2,4,AS
3,4,4,2,5,AS
3,4,4,3,1,SA
3,4,4,3,2,SA
3,4,4,3,3,SA
3,4,4,3,4,SA
3,4,4,3,5,SA
3,4,4,4,1,SA
3,4,4,4,2,SA
3,4,4,4,3,SA
3,4,4,4,4,SA
3,4,4,4,5,SA
3,4,4,5,1,CC
3,4,4,5,2,CC
3,4,4,5,3,CC
3,4,4,5,4,CC
3,4,4,5,5,CC
3,4,5,1,1,AS
3,4,5,1,2,AS
3,4,5,1,3,AS
3,4,5,1,4,AS
3,4,5,1,5,AS
3,4,5,2,1,AS
3,4,5,2,2,AS
3,4,5,2,3,AS
3,4,5,2,4,AS
3,4,5,2,5,AS
3,4,5,3,1,SA
3,4,5,3,2,SA
3,4,5,3,3,SA
3,4,5,3,4,SA
3,4,5,3,5,SA
3,4,5,4,1,SA
3,4,5,4,2,SA
3,4,5,4,3,SA
3,4,5,4,4,SA
3,4,5,4,5,SA
3,4,5,5,1,CC
3,4,5,5,2,CC
3,4,5,5,3,CC
3,4,5,5,4,CC
3,4,5,5,5,CC
3,5,1,1,1,AS
3,5,1,1,2,AS
3,5,1,1,3,AS
3,5,1,1,4,AS
3,5,1,1,5,AS
3,5,1,2,1,AS
3,5,1,2,2,AS
3,5,1,2,3,AS
3,5,1,2,4,AS
3,5,1,2,5,AS
3,5,1,3,1,AS
3,5,1,3,2,AS
3,5,1,3,3,AS
3,5,1,3,4,AS
3,5,1,3,5,AS
3,5,1,4,1,AS
3,5,1,4,2,AS
3,5,1,4,3,AS
3,5,1,4,4,AS
3,5,1,4,5,AS
3,5,1,5,1,AS
3,5,1,5,2,AS
3,5,1,5,3,AS
3,5,1,5,4,AS
3,5,1,5,5,AS
3,5,2,1,1,AS
3,5,2,1,2,AS
3,5,2,1,3,AS
3,5,2,1,4,AS
3,5,2,1,5,AS
3,5,2,2,1,AS
3,5,2,2,2,AS
3,5,2,2,3,AS
3,5,2,2,4,AS
3,5,2,2,5,AS
3,5,2,3,1,AS
3,5,2,3,2,AS
3,5,2,3,3,AS
3,5,2,3,4,AS
3,5,2,3,5,AS
3,5,2,4,1,AS
3,5,2,4,2,AS
3,5,2,4,3,AS
3,5,2,4,4,AS
3,5,2,4,5,AS
3,5,2,5,1,AS
3,5,2,5,2,AS
3,5,2,5,3,AS
3,5,2,5,4,AS
3,5,2,5,5,AS
3,5,3,1,1,AS
3,5,3,1,2,AS
3,5,3,1,3,AS
3,5,3,1,4,AS
3,5,3,1,5,AS
3,5,3,2,1,AS
3,5,3,2,2,AS
3,5,3,2,3,AS
3,5,3,2,4,AS
3,5,3,2,5,AS
3,5,3,3,1,AS
3,5,3,3,2,AS
3,5,3,3,3,AS
3,5,3,3,4,AS
3,5,3,3,5,AS
3,5,3,4,1,AS
3,5,3,4,2,AS
3,5,3,4,3,AS
3,5,3,4,4,AS
3,5,3,4,5,AS
3,5,3,5,1,AS
3,5,3,5,2,AS
3,5,3,5,3,AS
3,5,3,5,4,AS
3,5,3,5,5,AS
3,5,4,1,1,AS
3,5,4,1,2,AS
3,5,4,1,3,AS
3,5,4,1,4,AS
3,5,4,1,5,AS
3,5,4,2,1,AS
3,5,4,2,2,AS
3,5,4,2,3,AS
3,5,4,2,4,AS
3,5,4,2,5,AS
3,5,4,3,1,AS
3,5,4,3,2,AS
3,5,4,3,3,AS
3,5,4,3,4,AS
3,5,4,3,5,AS
3,5,4,4,1,AS
3,5,4,4,2,AS
3,5,4,4,3,AS
3,5,4,4,4,AS
3,5,4,4,5,AS
3,5,4,5,1,AS
3,5,4,5,2,AS
3,5,4,5,3,AS
3,5,4,5,4,AS
3,5,4,5,5,AS
3,5,5,1,1,AS
3,5,5,1,2,AS
3,5,5,1,3,AS
3,5,5,1,4,AS
3,5,5,1,5,AS
3,5,5,2,1,AS
3,5,5,2,2,AS
3,5,5,2,3,AS
3,5,5,2,4,AS
3,5,5,2,5,AS
3,5,5,3,1,AS
3,5,5,3,2,AS
3,5,5,3,3,AS
3,5,5,3,4,AS
3,5,5,3,5,AS
3,5,5,4,1,AS
3,5,5,4,2,AS
3,5,5,4,3,AS
3,5,5,4,4,AS
3,5,5,4,5,AS
3,5,5,5,1,AS
3,5,5,5,2,AS
3,5,5,5,3,AS
3,5,5,5,4,AS
3,5,5,5,5,AS
4,1,1,1,1,CC
4,1,1,1,2,CC
4,1,1,1,3,CC
4,1,1,1,4,CC
4,1,1,1,5,CC
4,1,1,2,1,CC
4,1,1,2,2,CC
4,1,1,2,3,CC
4,1,1,2,4,CC
4,1,1,2,5,CC
4,1,1,3,1,CC
4,1,1,3,2,CC
4,1,1,3,3,CC
4,1,1,3,4,CC
4,1,1,3,5,CC
4,1,1,4,1,CC
4,1,1,4,2,CC
4,1,1,4,3,CC
4,1,1,4,4,CC
4,1,1,4,5,CC
4,1,1,5,1,CC
4,1,1,5,2,CC
4,1,1,5,3,CC
4,1,1,5,4,CC
4,1,1,5,5,CC
4,1,2,1,1,CC
4,1,2,1,2,CC
4,1,2,1,3,CC
4,1,2,1,4,CC
4,1,2,1,5,CC
4,1,2,2,1,CC
4,1,2,2,2,CC
4,1,2,2,3,CC
4,1,2,2,4,CC
4,1,2,2,5,CC
4,1,2,3,1,CC
4,1,2,3,2,CC
4,1,2,3,3,CC
4,1,2,3,4,CC
4,1,2,3,5,CC
4,1,2,4,1,CC
4,1,2,4,2,CC
4,1,2,4,3,CC
4,1,2,4,4,CC
4,1,2,4,5,CC
4,1,2,5,1,CC
4,1,2,5,2,CC
4,1,2,5,3,CC
4,1,2,5,4,CC
4,1,2,5,5,CC
4,1,3,1,1,CC
4,1,3,1,2,CC
4,1,3,1,3,CC
4,1,3,1,4,CC
4,1,3,1,5,CC
4,1,3,2,1,CC
4,1,3,2,2,CC
4,1,3,2,3,CC
4,1,3,2,4,CC
4,1,3,2,5,CC
4,1,3,3,1,CC
4,1,3,3,2,CC
4,1,3,3,3,CC
4,1,3,3,4,CC
4,1,3,3,5,CC
4,1,3,4,1,CC
4,1,3,4,2,CC
4,1,3,4,3,CC
4,1,3,4,4,CC
4,1,3,4,5,CC
4,1,3,5,1,CC
4,1,3,5,2,CC
4,1,3,5,3,CC
4,1,3,5,4,CC
4,1,3,5,5,CC
4,1,4,1,1,SM
4,1,4,1,2,SM
4,1,4,1,3,SM
4,1,4,1,4,SM
4,1,4,1,5,SM
4,1,4,2,1,SM
4,1,4,2,2,SM
4,1,4,2,3,SM
4,1,4,2,4,SM
4,1,4,2,5,SM
4,1,4,3,1,CC
4,1,4,3,2,CC
4,1,4,3,3,SM
4,1,4,3,4,SM
4,1,4,3,5,SM
4,1,4,4,1,CC
4,1,4,4,2,CC
4,1,4,4,3,CC
4,1,4,4,4,CC
4,1,4,4,5,CC
4,1,4,5,1,CC
4,1,4,5,2,CC
4,1,4,5,3,CC
4,1,4,5,4,CC
4,1,4,5,5,CC
4,1,5,1,1,SM
4,1,5,1,2,SM
4,1,5,1,3,SM
4,1,5,1,4,SM
4,1,5,1,5,SM
4,1,5,2,1,SM
4,1,5,2,2,SM
4,1,5,2,3,SM
4,1,5,2,4,SM
4,1,5,2,5,SM
4,1,5,3,1,SM
4,1,5,3,2,SM
4,1,5,3,3,SM
4,1,5,3,4,SM
4,1,5,3,5,SM
4,1,5,4,1,SM
4,1,5,4,2,SM
4,1,5,4,3,SM
4,1,5,4,4,SM
4,1,5,4,5,SM
4,1,5,5,1,SM
4,1,5,5,2,SM
4,1,5,5,3,SM
4,1,5,5,4,SM
4,1,5,5,5,SM
4,2,1,1,1,CC
4,2,1,1,2,CC
4,2,1,1,3,CC
4,2,1,1,4,CC
4,2,1,1,5,CC
4,2,1,2,1,CC
4,2,1,2,2,CC
4,2,1,2,3,CC
4,2,1,2,4,CC
4,2,1,2,5,CC
4,2,1,3,1,CC
4,2,1,3,2,CC
4,2,1,3,3,CC
4,2,1,3,4,CC
4,2,1,3,5,CC
4,2,1,4,1,CC
4,2,1,4,2,CC
4,2,1,4,3,CC
4,2,1,4,4,CC
4,2,1,4,5,CC
4,2,1,5,1,CC
4,2,1,5,2,CC
4,2,1,5,3,CC
4,2,1,5,4,CC
4,2,1,5,5,CC
4,2,2,1,1,CC
4,2,2,1,2,CC
4,2,2,1,3,CC
4,2,2,1,4,CC
4,2,2,1,5,CC
4,2,2,2,1,CC
4,2,2,2,2,CC
4,2,2,2,3,CC
4,2,2,2,4,CC
4,2,2,2,5,CC
4,2,2,3,1,CC
4,2,2,3,2,CC
4,2,2,3,3,CC
4,2,2,3,4,CC
4,2,2,3,5,CC
4,2,2,4,1,CC
4,2,2,4,2,CC
4,2,2,4,3,CC
4,2,2,4,4,CC
4,2,2,4,5,CC
4,2,2,5,1,CC
4,2,2,5,2,CC
4,2,2,5,3,CC
4,2,2,5,4,CC
4,2,2,5,5,CC
4,2,3,1,1,CC
4,2,3,1,2,CC
4,2,3,1,3,CC
4,2,3,1,4,CC
4,2,3,1,5,CC
4,2,3,2,1,CC
4,2,3,2,2,CC
4,2,3,2,3,CC
4,2,3,2,4,CC
4,2,3,2,5,CC
4,2,3,3,1,CC
4,2,3,3,2,CC
4,2,3,3,3,CC
4,2,3,3,4,CC
4,2,3,3,5,CC
4,2,3,4,1,CC
4,2,3,4,2,CC
4,2,3,4,3,CC
4,2,3,4,4,CC
4,2,3,4,5,CC
4,2,3,5,1,CC
4,2,3,5,2,CC
4,2,3,5,3,CC
4,2,3,5,4,CC
4,2,3,5,5,CC
4,2,4,1,1,SM
4,2,4,1,2,SM
4,2,4,1,3,SM
4,2,4,1,4,SM
4,2,4,1,5,SM
4,2,4,2,1,SM
4,2,4,2,2,SM
4,2,4,2,3,SM
4,2,4,2,4,SM
4,2,4,2,5,SM
4,2,4,3,1,CC
4,2,4,3,2,CC
4,2,4,3,3,SM
4,2,4,3,4,SM
4,2,4,3,5,SM
4,2,4,4,1,CC
4,2,4,4,2,CC
4,2,4,4,3,CC
4,2,4,4,4,CC
4,2,4,4,5,CC
4,2,4,5,1,CC
4,2,4,5,2,CC
4,2,4,5,3,CC
4,2,4,5,4,CC
4,2,4,5,5,CC
4,2,5,1,1,SM
4,2,5,1,2,SM
4,2,5,1,3,SM
4,2,5,1,4,SM
4,2,5,1,5,SM
4,2,5,2,1,SM
4,2,5,2,2,SM
4,2,5,2,3,SM
4,2,5,2,4,SM
4,2,5,2,5,SM
4,2,5,3,1,SM
4,2,5,3,2,SM
4,2,5,3,3,SM
4,2,5,3,4,SM
4,2,5,3,5,SM
4,2,5,4,1,SM
4,2,5,4,2,SM
4,2,5,4,3,SM
4,2,5,4,4,SM
4,2,5,4,5,SM
4,2,5,5,1,CC
4,2,5,5,2,CC
4,2,5,5,3,CC
4,2,5,5,4,SM
4,2,5,5,5,SM
4,3,1,1,1,SA
4,3,1,1,2,SA
4,3,1,1,3,SA
4,3,1,1,4,SA
4,3,1,1,5,SA
4,3,1,2,1,SA
4,3,1,2,2,SA
4,3,1,2,3,SA
4,3,1,2,4,SA
4,3,1,2,5,SA
4,3,1,3,1,CC
4,3,1,3,2,CC
4,3,1,3,3,CC
4,3,1,3,4,SA
4,3,1,3,5,SA
4,3,1,4,1,CC
4,3,1,4,2,CC
4,3,1,4,3,CC
4,3,1,4,4,CC
4,3,1,4,5,SA
4,3,1,5,1,CC
4,3,1,5,2,CC
4,3,1,5,3,CC
4,3,1,5,4,CC
4,3,1,5,5,CC
4,3,2,1,1,SA
4,3,2,1,2,SA
4,3,2,1,3,SA
4,3,2,1,4,SA
4,3,2,1,5,SA
4,3,2,2,1,SA
4,3,2,2,2,SA
4,3,2,2,3,SA
4,3,2,2,4,SA
4,3,2,2,5,SA
4,3,2,3,1,SA
4,3,2,3,2,CC
4,3,2,3,3,CC
4,3,2,3,4,SA
4,3,2,3,5,SA
4,3,2,4,1,CC
4,3,2,4,2,CC
4,3,2,4,3,CC
4,3,2,4,4,CC
4,3,2,4,5,SA
4,3,2,5,1,CC
4,3,2,5,2,CC
4,3,2,5,3,CC
4,3,2,5,4,CC
4,3,2,5,5,CC
4,3,3,1,1,SA
4,3,3,1,2,SA
4,3,3,1,3,SA
4,3,3,1,4,SA
4,3,3,1,5,SA
4,3,3,2,1,SA
4,3,3,2,2,SA
4,3,3,2,3,SA
4,3,3,2,4,SA
4,3,3,2,5,SA
4,3,3,3,1,SA
4,3,3,3,2,CC
4,3,3,3,3,CC
4,3,3,3,4,SA
4,3,3,3,5,SA
4,3,3,4,1,CC
4,3,3,4,2,CC
4,3,3,4,3,CC
4,3,3,4,4,CC
4,3,3,4,5,SA
4,3,3,5,1,CC
4,3,3,5,2,CC
4,3,3,5,3,CC
4,3,3,5,4,CC
4,3,3,5,5,CC
4,3,4,1,1,SM
4,3,4,1,2,SM
4,3,4,1,3,SM
4,3,4,1,4,SM
4,3,4,1,5,SM
4,3,4,2,1,SM
4,3,4,2,2,SM
4,3,4,2,3,SM
4,3,4,2,4,SM
4,3,4,2,5,SA
4,3,4,3,1,SM
4,3,4,3,2,SM
4,3,4,3,3,SM
4,3,4,3,4,SM
4,3,4,3,5,SA
4,3,4,4,1,SM
4,3,4,4,2,SM
4,3,4,4,3,SM
4,3,4,4,4,SM
4,3,4,4,5,SA
4,3,4,5,1,SM
4,3,4,5,2,SM
4,3,4,5,3,SM
4,3,4,5,4,SM
4,3,4,5,5,SA
4,3,5,1,1,SM
4,3,5,1,2,SM
4,3,5,1,3,SM
4,3,5,1,4,SM
4,3,5,1,5,SM
4,3,5,2,1,SM
4,3,5,2,2,SM
4,3,5,2,3,SM
4,3,5,2,4,SM
4,3,5,2,5,SM
4,3,5,3,1,SM
4,3,5,3,2,SM
4,3,5,3,3,SM
4,3,5,3,4,SM
4,3,5,3,5,SM
4,3,5,4,1,SM
4,3,5,4,2,SM
4,3,5,4,3,SM
4,3,5,4,4,SM
4,3,5,4,5,SM
4,3,5,5,1,SM
4,3,5,5,2,SM
4,3,5,5,3,SM
4,3,5,5,4,SM
4,3,5,5,5,SM
4,4,1,1,1,AS
4,4,1,1,2,AS
4,4,1,1,3,AS
4,4,1,1,4,AS
4,4,1,1,5,AS
4,4,1,2,1,AS
4,4,1,2,2,AS
4,4,1,2,3,AS
4,4,1,2,4,AS
4,4,1,2,5,AS
4,4,1,3,1,AS
4,4,1,3,2,AS
4,4,1,3,3,AS
4,4,1,3,4,AS
4,4,1,3,5,AS
4,4,1,4,1,CC
4,4,1,4,2,CC
4,4,1,4,3,CC
4,4,1,4,4,CC
4,4,1,4,5,CC
4,4,1,5,1,CC
4,4,1,5,2,CC
4,4,1,5,3,CC
4,4,1,5,4,CC
4,4,1,5,5,CC
4,4,2,1,1,AS
4,4,2,1,2,AS
4,4,2,1,3,AS
4,4,2,1,4,AS
4,4,2,1,5,AS
4,4,2,2,1,AS
4,4,2,2,2,AS
4,4,2,2,3,AS
4,4,2,2,4,AS
4,4,2,2,5,AS
4,4,2,3,1,AS
4,4,2,3,2,AS
4,4,2,3,3,AS
4,4,2,3,4,AS
4,4,2,3,5,AS
4,4,2,4,1,CC
4,4,2,4,2,CC
4,4,2,4,3,CC
4,4,2,4,4,CC
4,4,2,4,5,CC
4,4,2,5,1,CC
4,4,2,5,2,CC
4,4,2,5,3,CC
4,4,2,5,4,CC
4,4,2,5,5,CC
4,4,3,1,1,AS
4,4,3,1,2,AS
4,4,3,1,3,AS
4,4,3,1,4,AS
4,4,3,1,5,AS
4,4,3,2,1,AS
4,4,3,2,2,AS
4,4,3,2,3,AS
4,4,3,2,4,AS
4,4,3,2,5,AS
4,4,3,3,1,AS
4,4,3,3,2,AS
4,4,3,3,3,AS
4,4,3,3,4,AS
4,4,3,3,5,AS
4,4,3,4,1,CC
4,4,3,4,2,CC
4,4,3,4,3,CC
4,4,3,4,4,CC
4,4,3,4,5,CC
4,4,3,5,1,CC
4,4,3,5,2,CC
4,4,3,5,3,CC
4,4,3,5,4,CC
4,4,3,5,5,CC
4,4,4,1,1,SM
4,4,4,1,2,SM
4,4,4,1,3,SM
4,4,4,1,4,SM
4,4,4,1,5,SM
4,4,4,2,1,SM
4,4,4,2,2,SM
4,4,4,2,3,SM
4,4,4,2,4,SM
4,4,4,2,5,SM
4,4,4,3,1,SM
4,4,4,3,2,SM
4,4,4,3,3,SM
4,4,4,3,4,SM
4,4,4,3,5,SM
4,4,4,4,1,SM
4,4,4,4,2,SM
4,4,4,4,3,SM
